University,Country,rank,inv_rank
Keuka College,USA,142,0.030869565217391304
Tokyo Institute of Technology,Japan,130,0.030834914611005692
Lewis-Clark State College,USA,130,0.030776515151515152
Western State Colorado University,USA,132,0.03036576949620428
University of Szeged,Hungary,132,0.030309988518943745
New Mexico Institute of Mining and Technology,USA,132,0.030309988518943745
Makerere University,Uganda,33,0.030303030303030304
Athens State College,USA,33,0.030303030303030304
Addis Ababa University,Ethiopia,33,0.030303030303030304
Union College Nebraska,USA,134,0.029857397504456328
State University of New York at New Paltz,USA,135,0.029631255487269532
Université du Québec à Chicoutimi,Canada,34,0.029411764705882353
Arkansas Tech University,USA,137,0.029211087420042643
Cedarville College,USA,142,0.02914614121510673
Williams College,USA,138,0.02904040404040404
Queens College,USA,148,0.028934506353861193
Mid-America Nazarene University,USA,139,0.02877846790890269
University of South Alabama,USA,146,0.02860501567398119
Universiti Malaya,Malaysia,140,0.028577260665441927
University of Arkansas at Pine Bluff,USA,142,0.02817460317460317
University of Ibadan,Nigeria,36,0.027777777777777776
Virginia International University,USA,152,0.027701840714415893
King's College,USA,148,0.027637721755368813
Lynn University,USA,154,0.027475468331846567
Rhodes University,South Africa,156,0.027083333333333334
Birla Institute of Management Technology,India,37,0.02702702702702703
University of Opole,Poland,37,0.02702702702702703
Université Blaise Pascal (Clermont-Ferrand II),France,37,0.02702702702702703
Barcelona Graduate School of Economics,Spain,37,0.02702702702702703
Palacky University,Czech Republic,151,0.02701252236135957
Fanshawe College,Canada,152,0.026878868258178604
Ashland University,USA,149,0.02684684684684685
Cape Peninsula University of Technology,South Africa,156,0.026494565217391304
Higher School of Economics,Russia,156,0.026494565217391304
Chulalongkorn University,Thailand,160,0.02649445272396092
"Concordia University, Irvine",USA,153,0.026470588235294117
Shenkar School of Engineering & Design,Israel,152,0.02632034632034632
Jagiellonian University Cracow,Poland,38,0.02631578947368421
Royal College of Art,United Kingdom,38,0.02631578947368421
Midwestern University,USA,160,0.026182294223531334
American University in Cairo,Egypt,159,0.026022913256955812
Virginia Wesleyan College,USA,155,0.025807525807525808
Columbia College Chicago,USA,39,0.02564102564102564
Nelson Mandela Metropolitan University,South Africa,39,0.02564102564102564
University of Dar Es Salaam,Tanzania,39,0.02564102564102564
Francis Marion University,USA,157,0.025478740668614087
College of St. Joseph,USA,160,0.025396825396825397
Xi'an Jiaotong-Liverpool University,China,158,0.02532051282051282
Punjabi University Patiala,India,159,0.025206087507926443
European School of Economics,United Kingdom,162,0.02507351803126451
Letourneau University,USA,166,0.02502638323533846
Ruhr-Universität Bochum,Germany,164,0.02501906941266209
University of Sri Jayawardenapura,Sri Lanka,40,0.025
University of Turku,Finland,163,0.02487789987789988
Eastern Nazarene College,USA,161,0.02484567901234568
New York Film Academy,USA,162,0.024695121951219513
Chinhoyi University of Technology,Zimbabwe,41,0.024390243902439025
The Defiance College,USA,41,0.024390243902439025
Unity College,USA,41,0.024390243902439025
Universidade Catolica Portuguesa,Portugal,165,0.02426470588235294
Universitat Autónoma de Barcelona,Spain,165,0.024250440917107582
Free University of Bozen,Italy,170,0.024092970521541947
Aga Khan University,Kenya,42,0.023809523809523808
North Carolina Central University,USA,42,0.023809523809523808
The Curtis Institute of Music,USA,42,0.023809523809523808
VanderCook College of Music,USA,42,0.023809523809523808
College of St. Benedict and St. John's University,USA,42,0.023809523809523808
University of Aquila,Italy,170,0.023558758314855877
University of Tartu,Estonia,170,0.02353266888150609
Charles Darwin University,Australia,43,0.023255813953488372
Norwegian School of Economics and Business Administration,Norway,43,0.023255813953488372
Drury College,USA,174,0.023237179487179488
Institut d'Etudes Politiques de Paris (Sciences Po),France,173,0.023122159850307404
Albright College,USA,175,0.022857889237199582
Gardner Webb University,USA,176,0.0227390180878553
State University of New York College at Cortland,USA,44,0.022727272727272728
Mälardalen University,Sweden,177,0.02259959141981614
Southeastern University,USA,178,0.022474747474747474
Grace College,USA,178,0.022474747474747474
University of Botswana,Botswana,179,0.022431077694235586
FAST - National University of Computer and Emerging Sciences (NUCES),Pakistan,179,0.022363818090954522
Warsaw School of Economics,Poland,179,0.022347066167290888
Marian College,USA,45,0.022222222222222223
College of DuPage,USA,181,0.02210552027357108
Denison University,USA,181,0.0221001221001221
New England College,USA,182,0.02204457364341085
Frederick University,Cyprus,46,0.021739130434782608
St. Joseph's College of Maine,USA,185,0.021622253389434316
Nipissing University,Canada,185,0.021622253389434316
Alaska Pacific University,USA,186,0.021545233406695237
Chalmers University of Technology,Sweden,187,0.021420389461626575
"FH Oberösterreich, Campus Hagenberg",Austria,187,0.021405677655677656
University of Redlands,USA,188,0.021315192743764172
Kagoshima University,Japan,47,0.02127659574468085
University of Science and Arts of Oklahoma,USA,47,0.02127659574468085
Universidad de La Rioja,Spain,189,0.02116935483870968
University of Karachi,Pakistan,189,0.02116461366181411
Malone College,USA,189,0.02116461366181411
Université Laval,Canada,189,0.02116461366181411
University of Oulu,Finland,189,0.02116461366181411
Hebrew College,USA,190,0.02105496453900709
Randolph-Macon College,USA,191,0.02094298245614035
Wingate University,USA,48,0.020833333333333332
Trinity University,USA,193,0.02072594501718213
Pacific Union College,USA,49,0.02040816326530612
"City University of New York, Lehman College",USA,49,0.02040816326530612
Tsukuba University,Japan,49,0.02040816326530612
State University of New York College of Technology at Farmingdale,USA,50,0.02
Quinnipiac College,USA,50,0.02
Asbury College,USA,50,0.02
"University of California, Hastings College of Law",USA,51,0.0196078431372549
Bar-Ilan University,Israel,51,0.0196078431372549
University of Tennessee - Martin,USA,52,0.019230769230769232
"Courtauld Institute of Art, University of London",United Kingdom,52,0.019230769230769232
University of Calabria,Italy,52,0.019230769230769232
Loyola University New Orleans,USA,53,0.018867924528301886
Aurora University,USA,54,0.018518518518518517
University of Arkansas at Monticello,USA,54,0.018518518518518517
Immaculata University,USA,54,0.018518518518518517
Hankuk University of Foreign Studies,"Korea, South",54,0.018518518518518517
Carson-Newman College,USA,55,0.01818181818181818
Pädagogische Hochschule Heidelberg,Germany,55,0.01818181818181818
College of St. Scholastica,USA,55,0.01818181818181818
Institute for Advanced Studies Lucca,Italy,55,0.01818181818181818
University of Guyana,Guyana,56,0.017857142857142856
State University of West Georgia,USA,56,0.017857142857142856
Universiti Sains Malaysia,Malaysia,57,0.017543859649122806
Goshen College,USA,57,0.017543859649122806
Rochester College,USA,57,0.017543859649122806
Karlstad University,Sweden,58,0.017241379310344827
University of Lapland,Finland,58,0.017241379310344827
"University of Maine, Farmington",USA,58,0.017241379310344827
Shorter College,USA,59,0.01694915254237288
Auburn University at Montgomery,USA,59,0.01694915254237288
University of Novi Sad,Serbia,60,0.016666666666666666
University of Fort Hare,South Africa,60,0.016666666666666666
University of Zambia,Zambia,60,0.016666666666666666
Kean University of New Jersey,USA,60,0.016666666666666666
South Eastern Kenya University,Kenya,61,0.01639344262295082
Université Libre de Bruxelles,Belgium,61,0.01639344262295082
Bishop's University,Canada,61,0.01639344262295082
University of Malta,Malta,61,0.01639344262295082
Johannes-Gutenberg Universität Mainz,Germany,62,0.016129032258064516
Seton Hill College,USA,62,0.016129032258064516
Shippensburg University of Pennsylvania,USA,63,0.015873015873015872
Assumption University of Thailand,Thailand,63,0.015873015873015872
Handelshochschule Leipzig,Germany,63,0.015873015873015872
Universität Leipzig,Germany,63,0.015873015873015872
Swarthmore College,USA,63,0.015873015873015872
"Riphah International University, Lahore",Pakistan,64,0.015625
Hanover College,USA,64,0.015625
Gulf University for Science and Technology,Kuwait,64,0.015625
Universidad Rey Juan Carlos,Spain,64,0.015625
Scuola Politecnica Di Design (SPD),Italy,65,0.015384615384615385
German Jordanian University,Jordan,65,0.015384615384615385
Eastern Mediterranean University,Cyprus,65,0.015384615384615385
Southwest Missouri State University,USA,66,0.015151515151515152
Shenandoah University,USA,66,0.015151515151515152
Higher School of University and Advanced Studies Pisa,Italy,66,0.015151515151515152
Fachhochschule Kufstein (Tirol),Austria,67,0.014925373134328358
University of Texas M.D. Anderson Cancer Center,USA,67,0.014925373134328358
Universität Köln,Germany,67,0.014925373134328358
Universität Salzburg,Austria,67,0.014925373134328358
Hardin-Simmons University,USA,68,0.014705882352941176
Pázmány Péter Catholic University,Hungary,68,0.014705882352941176
National Chung Cheng University,Taiwan,69,0.014492753623188406
University of West Bohemia,Czech Republic,69,0.014492753623188406
Winston-Salem State University,USA,69,0.014492753623188406
Paracelsus Medizinische Privatuniversität ,Austria,69,0.014492753623188406
Otterbein College,USA,69,0.014492753623188406
William Carey College,USA,70,0.014285714285714285
Novosibirsk State University,Russia,70,0.014285714285714285
Xiamen University,China,71,0.014084507042253521
University of Ostrava,Czech Republic,71,0.014084507042253521
High Point University,USA,71,0.014084507042253521
State University of New York School of Engineering and Applied Sciences,USA,71,0.014084507042253521
Oklahoma City University,USA,72,0.013888888888888888
Pakistan Virtual University,Pakistan,72,0.013888888888888888
Shaheed Zulifkar Ali Bhutto Institute of Science and Technology,Pakistan,72,0.013888888888888888
University of Jyväskylä,Finland,73,0.0136986301369863
Jaipur National University,India,73,0.0136986301369863
Université d'Evry Val d'Essonne,France,73,0.0136986301369863
State University of New York College at Potsdam,USA,73,0.0136986301369863
Friedrich-Schiller Universität Jena,Germany,73,0.0136986301369863
Maine Maritime Academy,USA,73,0.0136986301369863
Punjab University College of Information Tecnology,Pakistan,73,0.0136986301369863
King Saud University,Saudi Arabia,74,0.013513513513513514
Lincoln University,New Zealand,74,0.013513513513513514
State University of New York Upstate Medical University ,USA,74,0.013513513513513514
Central Queensland University,Australia,74,0.013513513513513514
University of Brescia,Italy,75,0.013333333333333334
University of Southampton,United Kingdom,75,0.013333333333333334
Marywood University,USA,75,0.013333333333333334
Southwestern College Kansas,USA,75,0.013333333333333334
Rosemont College,USA,75,0.013333333333333334
Christ University,India,75,0.013333333333333334
Cologne Business School,Germany,76,0.013157894736842105
Lahti Polytechnic,Finland,76,0.013157894736842105
"Philosophisch-Theologisches Studium Erfurt, Staatlich anerkannte Wissenschaftliche Hochschule",Germany,76,0.013157894736842105
Massachusetts College of Art,USA,77,0.012987012987012988
Palm Beach Atlantic University,USA,77,0.012987012987012988
Logan College of Chiropractic,USA,77,0.012987012987012988
Pennsylvania State University - Lehigh Valley,USA,78,0.01282051282051282
Alfred University,USA,78,0.01282051282051282
Otto-Friedrich Universität Bamberg,Germany,78,0.01282051282051282
St. Petersburg State University,Russia,78,0.01282051282051282
Western Oregon University,USA,79,0.012658227848101266
Pacific Lutheran University,USA,79,0.012658227848101266
Barclay College,USA,79,0.012658227848101266
Ithaca College,USA,79,0.012658227848101266
Life University,USA,79,0.012658227848101266
University of Wisconsin - Superior,USA,79,0.012658227848101266
Reinhardt College,USA,79,0.012658227848101266
University of Belize,Belize,79,0.012658227848101266
"Sarhad University of Science & Information Technology, Peshawar ",Pakistan,79,0.012658227848101266
Universiti Industri Selangor,Malaysia,80,0.0125
Pädagogische Hochschule Ludwigsburg,Germany,80,0.0125
University of Bergamo,Italy,80,0.0125
California Institute of the Arts,USA,80,0.0125
Eastern Mennonite University,USA,80,0.0125
Limestone College,USA,80,0.0125
Howard Payne University,USA,82,0.012195121951219513
Lafayette College,USA,82,0.012195121951219513
Southern Alberta Institute of Technology,Canada,82,0.012195121951219513
Bridgewater State College,USA,82,0.012195121951219513
Calvin College,USA,82,0.012195121951219513
St. Mary's College of California,USA,83,0.012048192771084338
Mount St. Mary's College Maryland,USA,83,0.012048192771084338
Petronas Technology University,Malaysia,83,0.012048192771084338
Carlow College,USA,84,0.011904761904761904
State University of New York College at Old Westbury,USA,84,0.011904761904761904
EUCLID University,Gambia,84,0.011904761904761904
Coe College,USA,84,0.011904761904761904
Bilkent University,Turkey,85,0.011764705882352941
Silpakorn University,Thailand,85,0.011764705882352941
University of Jordan,Jordan,86,0.011627906976744186
Eberhard-Karls-Universität Tübingen,Germany,86,0.011627906976744186
Ecole Normale Supérieure de Lyon,France,86,0.011627906976744186
Edinboro University of Pennsylvania,USA,88,0.011363636363636364
College of St. Mary,USA,88,0.011363636363636364
Waterford Institute Of Technology,Ireland,88,0.011363636363636364
St. Francis Xavier University,Canada,89,0.011235955056179775
Koc University,Turkey,89,0.011235955056179775
Martin-Luther Universität Halle-Wittenberg,Germany,89,0.011235955056179775
"Universidad de Puerto Rico, Mayaguez",Puerto Rico,89,0.011235955056179775
Moscow State Institute of International Relations MFA Russia (MGIMO-University),Russia,90,0.011111111111111112
Lingnan University,Hong Kong,90,0.011111111111111112
Université Paris-Dauphine (Paris IX),France,90,0.011111111111111112
Le Moyne College,USA,90,0.011111111111111112
Acdemic Center for Law and Business,Israel,91,0.01098901098901099
Spring Arbor College,USA,91,0.01098901098901099
National Taiwan University,Taiwan,91,0.01098901098901099
University of Eldoret,Kenya,91,0.01098901098901099
Transylvania University,USA,92,0.010869565217391304
University of Gastronomic Sciences,Italy,92,0.010869565217391304
St. Norbert College,USA,92,0.010869565217391304
Université de Nantes,France,92,0.010869565217391304
Babson College,USA,92,0.010869565217391304
Colorado College,USA,93,0.010752688172043012
University of Milan - Bicocca,Italy,93,0.010752688172043012
Bastyr University,USA,93,0.010752688172043012
Shanghai University,China,93,0.010752688172043012
Tribhuvan University Kathmandu,Nepal,93,0.010752688172043012
Graduate Theological Union,USA,93,0.010752688172043012
University of Nicosia,Cyprus,93,0.010752688172043012
"Northwood University, Florida Campus",USA,93,0.010752688172043012
University of Wisconsin - River Falls,USA,93,0.010752688172043012
Université de Pau et des Pays de l'Adour,France,93,0.010752688172043012
Universidad de Cantabria,Spain,94,0.010638297872340425
Texas A&M University - Kingsville,USA,94,0.010638297872340425
Niagara University,USA,94,0.010638297872340425
Technische Universität Darmstadt,Germany,95,0.010526315789473684
Gallaudet University,USA,95,0.010526315789473684
St. Bonaventure University,USA,95,0.010526315789473684
Baker University,USA,95,0.010526315789473684
University of Pisa,Italy,96,0.010416666666666666
Saginaw Valley State University,USA,96,0.010416666666666666
Rogers State University,USA,96,0.010416666666666666
"Concordia College, Bronxville",USA,96,0.010416666666666666
Universidad de Vigo,Spain,96,0.010416666666666666
Southwestern Adventist University,USA,97,0.010309278350515464
St. Olaf College,USA,97,0.010309278350515464
Great Zimbabwe University,Zimbabwe,97,0.010309278350515464
Shanghai Jiaotong University,China,97,0.010309278350515464
International University of Management,Namibia,97,0.010309278350515464
Cameron University,USA,97,0.010309278350515464
Bucknell University,USA,97,0.010309278350515464
Lynchburg College,USA,97,0.010309278350515464
Chestnut Hill College,USA,98,0.01020408163265306
Brandon University,Canada,98,0.01020408163265306
Maryville College,USA,98,0.01020408163265306
Montana State University - Northern,USA,98,0.01020408163265306
Sultan Qaboos University,Oman,98,0.01020408163265306
Dominican College,USA,98,0.01020408163265306
New York School of Interior Design,USA,98,0.01020408163265306
Université Victor Segalen (Bordeaux II),France,98,0.01020408163265306
Harvey Mudd College,USA,99,0.010101010101010102
University of New York in Prague,Czech Republic,99,0.010101010101010102
Loyola Marymount University,USA,99,0.010101010101010102
Tel Aviv University,Israel,99,0.010101010101010102
